StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,DEM_1,DEM_2,DEM_3,DEM_4,Russia_False,Russia_False_Conf_1,Maine_True,Maine_true_Conf_1,Oxford_False,Oxford_False_Conf_1,Urchin_True,Urchin_True_Conf_1,Ostrich_False,Ostrich_False_Conf_1,Lungfish_True,Lungfish_True_Conf_1,Eiffel_False,Eiffel_False_Conf_1,Drops_True,Drops_True_Conf_1,Everest_False,Everest_False_Conf_1,Insects_True,Insects_True_Conf_1,Texas_False,Texas_False_Conf_1,Alaska_True,Alaska_True_Conf_1,Water_False,Water_False_Conf_1,China_True,China_True_Conf_1,Tortoises_False,Tortoises_False_Conf_1,Pigs_True,Pigs_True_Conf_1,Russia_True,Russia_True_Conf_1,Maine_False,Maine_False_Conf_1,Oxford_True,Oxford_True_Conf_1,Urchin_False,Urchin_False_Conf_1,Ostrich_True,Ostrich_True_Conf_1,Lungfish_False,Lungfish_False_Conf_1,Eiffel_True,Eiffel_True_Conf_1,Drops_False,Drops_False_Conf_1,Everest_True,Everest_True_Conf_1,Insects_False,Insects_False_Conf_1,Texas_True,Texas_True_Conf_1,Alaska_False,Alaska_False_Conf_1,Water_True,Water_True_Conf_1,China_False,China_False_Conf_1,Tortoise_True,Tortoise_True_Conf_1,Pigs_False,Pigs_False_Conf_1,BS_1,BS_2,BS_3,BS_4,BS_5,BS_6,BS_7,BS_8,BS_9,BS_10,BS_11,BS_12,BS_13,BS_14,BS_15,BS_16,BS_17,BS_18,BS_19,BS_20,SS_Squash,GF1_Slot,DenNeglect,ProbMatch,WS_1,WS_2,WS_3,WS_4,WS_5,Num1,Num2,Num3,RI_1,RI_2,RI_3,RI_4,RI_5,EI_1,EI_2,EI_3,EI_4,EI_5,CintID,CintID - Topics
2018-03-06 13:52:32,2018-03-06 14:03:06,IP Address,*******,100,634,True,2018-03-06 14:03:07,R_3I3msGCp9ppJARy,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Liberal,Graduate Degree or Higher,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,59,True,82,False,90,True,100,True,69,True,61,True,84,True,59,True,100,False,100,True,93,False,100,True,100,False,100,True,100,False,85,,Not at all profound,,,Somewhat profound,Fairly profound,,,,,,,Fairly profound,,,,,,Somewhat profound,Not at all profound,9 points,1,small tray (10 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,populate,whim,reference,loud,500,10,1 in 10,4,4,2,2,Not true or untrue 3,4,Not true or untrue 3,Not true or untrue 3,2,2,73a24b81-9ad5-14bc-4896-7d893e0e2c55,
2018-03-06 13:50:51,2018-03-06 14:03:34,IP Address,*******,100,763,True,2018-03-06 14:03:35,R_2Es3zJdIyZdKk9T,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Liberal,Graduate Degree or Higher,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,50,True,75,False,95,True,50,True,50,True,50,True,50,False,50,True,100,False,55,True,80,False,100,True,90,False,80,True,85,False,90,Somewhat profound,,,,,,,,Somewhat profound,,,Somewhat profound,,,Somewhat profound,,,Fairly profound,Somewhat profound,,15 points,1,small tray (10 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,come,whim,reference,outgoing,500,10,1 in 10,Definitely true of myself 5,4,2,2,Definitely true of myself 5,4,4,Not true or untrue 3,2,4,b4b233c2-0ace-7a99-58d5-059963a5bf18,
2018-03-06 13:53:03,2018-03-06 14:03:57,IP Address,*******,100,654,True,2018-03-06 14:03:58,R_z0zxzx1Od8Sgyfn,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Moderate,Graduate Degree or Higher,Female,True,87,False,89,True,98,True,91,True,88,True,80,True,87,True,86,False,81,True,82,False,100,False,83,True,89,True,81,True,76,False,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Definitely profound,,,,Definitely profound,,Definitely profound,,,Definitely profound,,,,,,Fairly profound,Definitely profound,15 points,4,large tray (100 marbles),"Strategy B: Predict the more likely color (red) on most of the rolls but occasionally, after a long run of reds, predict a green. ",embroider,prominent,grimace,illusion,brave,300,10,1 in 100,4,Definitely true of myself 5,4,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,4,Definitely true of myself 5,Definitely true of myself 5,4,c36261c6-71d7-464e-88d1-5749c113c710,
2018-03-06 13:55:04,2018-03-06 14:04:22,IP Address,*******,100,557,True,2018-03-06 14:04:22,R_2A10wxizBJ5hk47,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Moderate,Graduate Degree or Higher,Female,True,80,False,85,True,83,False,89,False,85,True,80,False,77,True,98,False,73,True,83,True,81,True,80,False,89,False,100,True,98,True,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very profound,,,,,,,,,,,Definitely profound,Definitely profound,,Fairly profound,Definitely profound,Somewhat profound,,,15 points,9,large tray (100 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",elapse,populate,value,dream,smart,1000,9,1 in 1000,4,Definitely true of myself 5,Definitely true of myself 5,4,Definitely true of myself 5,4,Not true or untrue 3,4,4,4,fd1d0bf4-6be5-0fe2-f7e3-3d369dd05a20,
2018-03-06 14:01:02,2018-03-06 14:04:27,IP Address,*******,100,205,True,2018-03-06 14:04:28,R_3ncKKUWq1FDyB75,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,55-64,Liberal,High School,Female,False,67,False,90,True,80,False,87,True,79,False,58,False,57,True,60,False,60,True,95,False,61,True,97,True,59,False,60,False,55,True,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly profound,,Fairly profound,,,Fairly profound,Fairly profound,,,,,,,,,,Fairly profound,,Fairly profound,15 points,3,small tray (10 marbles),"Strategy B: Predict the more likely color (red) on most of the rolls but occasionally, after a long run of reds, predict a green. ",widen,,,illusion,daring,10,1,1 in 10,4,4,4,4,4,4,4,4,4,4,0e6463a2-0a1d-6ad9-8eb5-554f89343c7f,
2018-03-06 13:59:46,2018-03-06 14:05:14,IP Address,*******,100,327,True,2018-03-06 14:05:15,R_2xLFKHuNeJpRP5T,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Very Conservative,Some College,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,89,True,100,False,100,True,84,False,65,False,81,False,62,True,83,False,50,False,90,True,100,False,100,False,100,True,85,True,95,True,90,Somewhat profound,,,,Somewhat profound,,Not at all profound,,Somewhat profound,,,,,,,,,,Fairly profound,Fairly profound,15 points,1,large tray (100 marbles),"Strategy E: Predict green on all of the 60 rolls. ",widen,free,grimace,illusion,daring,500,5,1 in 10,Definitely true of myself 5,Not true or untrue 3,4,Not true or untrue 3,Not true or untrue 3,Definitely true of myself 5,2,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,0d3a3603-39f5-3e5a-d014-0011acf58ed5,
2018-03-06 13:52:38,2018-03-06 14:05:22,IP Address,*******,100,763,True,2018-03-06 14:05:23,R_3KVBUTRUJvZ6Msq,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Liberal,Some College,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,83,False,54,False,93,False,57,True,82,True,96,False,66,False,58,True,95,False,98,False,61,False,95,True,97,True,91,True,97,False,54,Definitely profound,Very profound,,,,,,,,,,,,,Fairly profound,Fairly profound,,Fairly profound,,Not at all profound,9 points,7,large tray (100 marbles),"Strategy F: Predict more red than green, but switching back and forth depending upon “runs” of one color or the other. ",widen,,,dream,loud,300,3,1 in 100,Definitely true of myself 5,Definitely true of myself 5,2,Not true or untrue 3,Definitely true of myself 5,Definitely true of myself 5,4,2,Not true or untrue 3,4,a4679503-d602-cac1-8d14-a34cecdf60d4,
2018-03-06 13:57:38,2018-03-06 14:05:30,IP Address,*******,100,471,True,2018-03-06 14:05:32,R_d4CJcWntXGVICHL,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Moderate,High School,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,91,True,91,False,100,False,81,False,88,True,90,True,69,False,64,True,100,False,100,True,100,False,100,True,90,False,100,True,96,False,97,Somewhat profound,,,Definitely profound,,,,,,,,Fairly profound,,,Definitely profound,,Fairly profound,,,Fairly profound,9 points,1,small tray (10 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,prominent,grimace,illusion,daring,333,10,1 in 10,Definitely true of myself 5,4,4,4,4,Definitely true of myself 5,Definitely true of myself 5,2,Definitely not true of myself 1,4,470f97db-6621-9db3-e5cc-a124f3075106,
2018-03-06 13:56:03,2018-03-06 14:05:48,IP Address,*******,100,585,True,2018-03-06 14:05:49,R_1rfvm0yHL8XHhnj,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Conservative,Some College,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,50,True,50,False,50,True,50,True,76,True,76,False,50,False,50,False,50,False,100,True,100,False,50,True,100,False,65,True,70,False,50,,,Fairly profound,Somewhat profound,,,,,Not at all profound,,,,,Somewhat profound,Somewhat profound,,,,,Somewhat profound,9 points,0,large tray (100 marbles),"Strategy B: Predict the more likely color (red) on most of the rolls but occasionally, after a long run of reds, predict a green. ",widen,populate,whim,dream,daring,500,1,1 in 10,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,Note true or untrue 3,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,b8a1dbc9-d7b3-de96-4bde-ed8a538ae115,
2018-03-06 14:00:39,2018-03-06 14:06:09,IP Address,*******,100,329,True,2018-03-06 14:06:10,R_2y1UVTkRIQweNkY,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Conservative,Graduate Degree or Higher,Female,True,63,False,63,False,63,False,62,False,61,False,84,False,60,False,60,True,88,False,65,True,92,True,67,False,87,True,89,False,65,False,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat profound,,Not at all profound,,,,,,,,,Somewhat profound,,,,Somewhat profound,Not at all profound,,Not at all profound,,9 points,1,small tray (10 marbles),"Strategy A: Go by intuition, switching when there has been too many of one color or the other.",efface,populate,a star,dream,daring,6,2,1 in 1000,Definitely not true of myself 1,Definitely not true of myself 1,Not true or untrue 3,Definitely not true of myself 1,Definitely not true of myself 1,Definitely not true of myself 1,2,Not true or untrue 3,Definitely not true of myself 1,Not true or untrue 3,ae586a39-4d1c-62f1-b22e-5c73ec34fbed,
2018-03-06 13:59:50,2018-03-06 14:06:14,IP Address,*******,100,384,True,2018-03-06 14:06:16,R_1fZ2uTf64icn8Wh,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Moderate,High School,Female,False,55,True,66,True,92,True,86,True,80,True,90,False,70,False,50,False,65,True,100,True,70,True,60,True,65,True,91,False,100,True,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly profound,,,,,,Fairly profound,,,Somewhat profound,Somewhat profound,Not at all profound,,Fairly profound,,15 points,0,small tray (10 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,prominent,,illusion,smart,25,2,1 in 10,Definitely true of myself 5,Definitely true of myself 5,Not true or untrue 3,Definitely not true of myself 1,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely not true of myself 1,Definitely not true of myself 1,Definitely true of myself 5,a47906dc-0138-0e80-93cb-30524c103709,
2018-03-06 14:00:22,2018-03-06 14:06:40,IP Address,*******,100,378,True,2018-03-06 14:06:42,R_3h0jE1BtQKJKgvr,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Very Conservative,Graduate Degree or Higher,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,88,False,92,True,89,True,86,True,89,False,89,True,89,True,87,True,90,True,89,False,91,True,90,True,82,True,87,False,91,True,90,,Fairly profound,,Fairly profound,,,Definitely profound,,,,,,Fairly profound,,,Fairly profound,,Fairly profound,,,9 points,7,small tray (10 marbles),"Strategy B: Predict the more likely color (red) on most of the rolls but occasionally, after a long run of reds, predict a green. ",efface,prominent,a star,reference,daring,500,10,1 in 1000,4,4,4,4,4,4,4,4,4,Definitely true of myself 5,018da917-ed2a-a252-6700-9fa6c42bd8c2,
2018-03-06 13:59:05,2018-03-06 14:06:51,IP Address,*******,100,466,True,2018-03-06 14:06:52,R_2DY7oYhtp3xeqe8,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Very Liberal,College,Female,True,100,False,100,True,100,False,91,False,80,False,52,False,92,True,81,False,100,True,100,False,100,True,100,False,100,True,100,False,100,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly profound,Fairly profound,,,,,,Fairly profound,,,,,,,,,,Definitely profound,Fairly profound,Fairly profound,15 points,1,large tray (100 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,populate,,reference,loud,600,100,1 in 10,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,Definitely not true of myself 1,Definitely true of myself 5,Note true or untrue 3,Definitely true of myself 5,2,2,Not true or untrue 3,25cb869e-6b26-8dd2-2189-b0e0fb21de44,
2018-03-06 13:57:46,2018-03-06 14:06:57,IP Address,*******,100,551,True,2018-03-06 14:06:58,R_3HOCZMJF6LGBZEs,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Liberal,Some College,Female,False,65,False,65,True,100,False,50,False,86,True,60,False,65,False,70,False,100,True,85,False,91,True,100,False,100,True,100,False,100,True,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly profound,,,,,,,,,Very profound,Somewhat profound,,Very profound,,Fairly profound,,Fairly profound,15 points,0,small tray (10 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,,whim,reference,daring,500,1,1 in 10,Definitely true of myself 5,2,2,2,Definitely true of myself 5,Definitely true of myself 5,Not true or untrue 3,Not true or untrue 3,Definitely not true of myself 1,Not true or untrue 3,6344d126-858b-db35-ae31-e76f1cfcb3f3,
2018-03-06 13:59:18,2018-03-06 14:07:05,IP Address,*******,100,467,True,2018-03-06 14:07:06,R_2YhOwIZ6GwpKNoj,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Liberal,College,Female,False,50,False,50,True,50,True,50,True,50,True,50,False,50,True,50,False,50,True,50,False,50,True,50,True,50,False,50,False,50,True,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Definitely profound,Fairly profound,,,,Definitely profound,,,Definitely profound,,,,,,,,,Very profound,Somewhat profound,,15 points,25,small tray (10 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,,,,,500,20,1 in 10,4,4,Definitely true of myself 5,2,Definitely true of myself 5,4,Definitely true of myself 5,2,Not true or untrue 3,2,fe00c0e9-6e38-cb9e-eafe-f62b450f5f3e,
2018-03-06 14:00:30,2018-03-06 14:07:08,IP Address,*******,100,398,True,2018-03-06 14:07:09,R_R2gQqxeeHJYvbq1,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Very Conservative,Some College,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,100,True,100,False,100,True,100,True,100,True,80,True,100,False,80,True,100,False,100,True,100,True,100,True,100,False,100,True,100,False,100,,,Not at all profound,,Not at all profound,,Not at all profound,,,,,,,Not at all profound,Not at all profound,Not at all profound,,,,,9 points,1,large tray (100 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,prominent,,illusion,daring,500,1,1 in 10,Definitely not true of myself 1,Definitely not true of myself 1,Definitely true of myself 5,Not true or untrue 3,Not true or untrue 3,Definitely not true of myself 1,Definitely not true of myself 1,Not true or untrue 3,2,Not true or untrue 3,643a71d3-8470-794b-d0c4-47117674320e,
2018-03-06 14:00:25,2018-03-06 14:07:38,IP Address,*******,100,433,True,2018-03-06 14:07:39,R_1lsIDDVbCeXIBP3,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Conservative,High School,Male,True,100,True,68,True,100,True,50,False,73,False,77,True,78,True,63,False,100,True,94,False,100,True,100,True,60,True,100,False,100,True,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all profound,Definitely profound,,Somewhat profound,,,,,,Not at all profound,,,,,Fairly profound,Fairly profound,,,,,9 points,1,large tray (100 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,,,dream,daring,500,10,1 in 10,Not true or untrue 3,Definitely not true of myself 1,Not true or untrue 3,Definitely true of myself 5,2,Note true or untrue 3,Not true or untrue 3,Not true or untrue 3,2,2,0e416425-b3ff-6cb1-ab32-526a280c85f2,
2018-03-06 13:51:43,2018-03-06 14:07:45,IP Address,*******,100,962,True,2018-03-06 14:07:47,R_RRD2VGjMtwCB7Et,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,55-64,Conservative,Graduate Degree or Higher,Female,True,65,False,50,True,75,False,50,True,55,False,66,False,72,False,70,False,96,True,70,False,100,True,100,False,96,True,100,False,97,True,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat profound,Not at all profound,,Not at all profound,,,,,,,,,Definitely profound,,Fairly profound,Not at all profound,9 points,1,small tray (10 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,come,whim,reference,daring,500,10,1 in 10,2,2,4,Definitely true of myself 5,Not true or untrue 3,2,2,2,Definitely true of myself 5,2,a710d67c-c201-9923-fa6b-e03b8cacf4a9,
2018-03-06 14:02:14,2018-03-06 14:07:50,IP Address,*******,100,336,True,2018-03-06 14:07:51,R_22Qs7ZJrIEN7aUe,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Very Conservative,Graduate Degree or Higher,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,98,True,100,True,100,True,99,True,100,True,100,True,100,False,94,True,100,True,100,True,96,True,94,False,100,True,99,True,100,True,100,Not at all profound,,,,,,Not at all profound,Fairly profound,Not at all profound,Not at all profound,,,,,,,,,Somewhat profound,,15 points,1,small tray (10 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",efface,populate,value,dream,brave,1,1,1 in 100,Definitely not true of myself 1,Definitely true of myself 5,Definitely true of myself 5,Definitely not true of myself 1,Not true or untrue 3,Definitely not true of myself 1,Not true or untrue 3,2,Not true or untrue 3,4,7cbe820e-ab05-8bfb-5419-b495090f1cdb,
2018-03-06 13:50:42,2018-03-06 14:07:59,IP Address,*******,100,1037,True,2018-03-06 14:08:00,R_1NwdzCgx8l8LMiy,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,55-64,Moderate,Graduate Degree or Higher,Male,False,100,False,100,True,100,False,100,True,100,False,91,False,100,False,100,False,100,True,100,False,100,True,100,False,100,True,100,False,100,False,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly profound,Very profound,Definitely profound,,,,,,,,Not at all profound,,,Somewhat profound,,Definitely profound,,9 points,0,large tray (100 marbles),"Strategy F: Predict more red than green, but switching back and forth depending upon “runs” of one color or the other. ",make level,come,inducement,reference,smart,6,10,1 in 10,Definitely true of myself 5,Not true or untrue 3,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely not true of myself 1,Not true or untrue 3,Not true or untrue 3,Definitely not true of myself 1,f9773bde-acc4-729a-9dc9-0d5c3faf9b09,
